"File_Printed","Page_Count",User,"_time","anonymized_Printer"
"document_968",3,chuck,"1474283771.000","anon_Printer_1"
"document_969",2,chuck,"1474283773.000","anon_Printer_1"
"document_970",1,chuck,"1474283773.000","anon_Printer_1"
"document_971",2,chuck,"1474283773.000","anon_Printer_1"
"document_972",2,chuck,"1474283775.000","anon_Printer_1"
"document_973",1,chuck,"1474283775.000","anon_Printer_1"
"document_974",1,chuck,"1474283775.000","anon_Printer_1"
"document_975",1,chuck,"1474283775.000","anon_Printer_1"
"document_976",1,chuck,"1474284752.000","anon_Printer_6"
"document_977",1,chuck,"1474284752.000","anon_Printer_6"
"document_978",1,chuck,"1474284753.000","anon_Printer_6"
"document_979",1,chuck,"1474284753.000","anon_Printer_6"
"document_980",1,chuck,"1474284754.000","anon_Printer_6"
"document_981",1,chuck,"1474284754.000","anon_Printer_6"
"document_982",3,chuck,"1474284756.000","anon_Printer_6"
"document_983",3,chuck,"1474284756.000","anon_Printer_6"
"document_984",3,chuck,"1474284757.000","anon_Printer_6"
"document_985",3,chuck,"1474284757.000","anon_Printer_6"
"document_986",3,chuck,"1474284758.000","anon_Printer_6"
"document_987",3,chuck,"1474284758.000","anon_Printer_6"
"document_988",3,chuck,"1474284759.000","anon_Printer_6"
"document_989",3,chuck,"1474284759.000","anon_Printer_6"
"document_990",3,chuck,"1474284760.000","anon_Printer_6"
"document_991",3,chuck,"1474284760.000","anon_Printer_6"
"document_992",1,chuck,"1474284761.000","anon_Printer_6"
"document_993",1,chuck,"1474284761.000","anon_Printer_6"
"document_994",1,chuck,"1474284763.000","anon_Printer_6"
"document_995",1,chuck,"1474284763.000","anon_Printer_6"
"document_996",1,chuck,"1474284764.000","anon_Printer_6"
"document_997",1,chuck,"1474284764.000","anon_Printer_6"
"document_998",17,chuck,"1474286110.000","anon_Printer_7"
"document_999",1,chuck,"1474286401.000","anon_Printer_6"
"document_1000",1,chuck,"1474286401.000","anon_Printer_6"
"document_1001",1,chuck,"1474286402.000","anon_Printer_6"
"document_1002",1,chuck,"1474286402.000","anon_Printer_6"
"document_1003",1,chuck,"1474286404.000","anon_Printer_6"
"document_1004",1,chuck,"1474286404.000","anon_Printer_6"
"document_1005",1,chuck,"1474286431.000","anon_Printer_8"
"document_1006",1,chuck,"1474286431.000","anon_Printer_8"
