"_time",count,EventCode,Keywords,"Logon_Process","Logon_Type","Logon_Type_Description",RecordNumber,Type,dest,user
"1478644919.000",,4624,"Audit Success",User32,10,RemoteInteractive,210328333,Information,"host_2","user_58"
"1478644970.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534556,Information,"host_1","user_106"
"1478646224.000",,4624,"Audit Success",Advapi,2,Interactive,171872986,Information,"host_3","user_4"
"1478646227.000",,4624,"Audit Success",User32,10,RemoteInteractive,171873002,Information,"host_3","user_58"
"1478646578.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534575,Information,"host_1","user_133"
"1478648282.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534591,Information,"host_1","user_104"
"1478649419.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534601,Information,"host_1","user_30"
"1478649854.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534610,Information,"host_1","user_22"
"1478651469.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534643,Information,"host_1","user_51"
"1478651982.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534650,Information,"host_1","user_71"
"1478652073.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534655,Information,"host_1","user_16"
"1478654534.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534674,Information,"host_1","user_53"
"1478654691.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534679,Information,"host_1","user_104"
"1478654900.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534686,Information,"host_1","user_47"
"1478655606.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534996,Information,"host_1","user_52"
"1478656096.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535002,Information,"host_1","user_47"
"1478681518.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535087,Information,"host_1","user_41"
"1478687679.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535112,Information,"host_1","user_34"
"1478690183.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535148,Information,"host_1","user_34"
"1478696433.000",,4624,"Audit Success",Advapi,2,Interactive,1048441270,Information,"host_11","user_7"
"1478696466.000",,4624,"Audit Success",User32,10,RemoteInteractive,1048443137,Information,"host_11","user_62"
"1478696551.000",,4624,"Audit Success",Advapi,2,Interactive,1048448488,Information,"host_11","user_7"
"1478696553.000",,4624,"Audit Success",User32,10,RemoteInteractive,1048448564,Information,"host_11","user_62"
"1478712478.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535218,Information,"host_1","user_16"
"1478712856.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535223,Information,"host_1","user_122"
"1478714722.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535240,Information,"host_1","user_12"
"1478715055.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535244,Information,"host_1","user_52"
"1478715275.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535247,Information,"host_1","user_106"
"1478715625.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535250,Information,"host_1","user_71"
"1478715905.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535257,Information,"host_1","user_138"
"1478716058.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535262,Information,"host_1","user_51"
"1478716517.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535275,Information,"host_1","user_143"
"1478716908.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535280,Information,"host_1","user_51"
"1478718037.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535292,Information,"host_1","user_26"
"1478718077.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535296,Information,"host_1","user_71"
"1478718223.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535303,Information,"host_1","user_146"
"1478718858.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535323,Information,"host_1","user_86"
"1478719490.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535337,Information,"host_1","user_66"
"1478722586.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535374,Information,"host_1","user_30"
"1478723297.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535379,Information,"host_1","user_41"
"1478725292.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535401,Information,"host_1","user_106"
"1478725294.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535405,Information,"host_1","user_51"
"1478726232.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535423,Information,"host_1","user_47"
"1478728970.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535436,Information,"host_1","user_53"
"1478729758.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535443,Information,"host_1","user_22"
"1478729858.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535450,Information,"host_1","user_71"
"1478730283.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535459,Information,"host_1","user_100"
"1478730863.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535467,Information,"host_1","user_22"
"1478731531.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535478,Information,"host_1","user_30"
"1478732563.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535493,Information,"host_1","user_12"
"1478734848.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535503,Information,"host_1","user_112"
"1478735848.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535508,Information,"host_1","user_52"
"1478736482.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535520,Information,"host_1","user_30"
"1478739365.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535534,Information,"host_1","user_51"
"1478749706.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535583,Information,"host_1","user_100"
"1478750069.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535593,Information,"host_1","user_100"
"1478770216.000",,4624,"Audit Success",Advapi,2,Interactive,1052746649,Information,"host_11","user_8"
"1478770219.000",,4624,"Audit Success",User32,10,RemoteInteractive,1052746807,Information,"host_11","user_62"
"1478783121.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535721,Information,"host_1","user_34"
"1478783134.000",,4624,"Audit Success",User32,10,RemoteInteractive,1540466852,Information,"host_9","user_120"
"1478784024.000",,4624,"Audit Success",User32,10,RemoteInteractive,1293571482,Information,"host_10","user_120"
"1478784260.000",,4624,"Audit Success",seclogo,2,Interactive,1293578892,Information,"host_10","user_120"
"1478784532.000",,4624,"Audit Success",User32,10,RemoteInteractive,1293585807,Information,"host_10","user_140"
"1478790903.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535746,Information,"host_1","user_34"
"1478795331.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535761,Information,"host_1","user_12"
"1478799992.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535786,Information,"host_1","user_146"
"1478800719.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535796,Information,"host_1","user_16"
"1478800850.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535802,Information,"host_1","user_82"
"1478801182.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535811,Information,"host_1","user_16"
"1478801685.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535815,Information,"host_1","user_52"
"1478802084.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535819,Information,"host_1","user_112"
"1478803816.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535835,Information,"host_1","user_146"
"1478809495.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535872,Information,"host_1","user_41"
"1478810292.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535883,Information,"host_1","user_22"
"1478814724.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535939,Information,"host_1","user_30"
"1478815558.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535947,Information,"host_1","user_133"
"1478815996.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535955,Information,"host_1","user_16"
"1478816209.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535961,Information,"host_1","user_106"
"1478818461.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535980,Information,"host_1","user_51"
"1478819017.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535986,Information,"host_1","user_146"
"1478819108.000",,4624,"Audit Success",User32,10,RemoteInteractive,1535999,Information,"host_1","user_146"
"1478819792.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536009,Information,"host_1","user_53"
"1478822542.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536030,Information,"host_1","user_12"
"1478823567.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536036,Information,"host_1","user_31"
"1478826663.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536067,Information,"host_1","user_48"
"1478826961.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536075,Information,"host_1","user_138"
"1478836701.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536115,Information,"host_1","user_146"
"1478838674.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536128,Information,"host_1","user_48"
"1478840009.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536137,Information,"host_1","user_48"
"1478848333.000",,4624,"Audit Success",Advapi,2,Interactive,3035892848,Information,"host_5","user_4"
"1478848336.000",,4624,"Audit Success",User32,10,RemoteInteractive,3035893130,Information,"host_5","user_97"
"1478848443.000",,4624,"Audit Success",Advapi,2,Interactive,211844667,Information,"host_2","user_5"
"1478848444.000",,4624,"Audit Success",Advapi,2,Interactive,172647956,Information,"host_3","user_5"
"1478848446.000",,4624,"Audit Success",Advapi,2,Interactive,194942280,Information,"host_7","user_5"
"1478848447.000",,4624,"Audit Success",Advapi,2,Interactive,128050926,Information,"host_4","user_5"
"1478848451.000",,4624,"Audit Success",User32,10,RemoteInteractive,128050933,Information,"host_4","user_97"
"1478848469.000",,4624,"Audit Success",User32,10,RemoteInteractive,211844731,Information,"host_2","user_97"
"1478848497.000",,4624,"Audit Success",User32,10,RemoteInteractive,172648066,Information,"host_3","user_97"
"1478856921.000",,4624,"Audit Success",Advapi,2,Interactive,128071661,Information,"host_4","user_2"
"1478857600.000",,4624,"Audit Success",Advapi,2,Interactive,128073815,Information,"host_4","user_3"
"1478857687.000",,4624,"Audit Success",User32,10,RemoteInteractive,128073904,Information,"host_4","user_97"
"1478857698.000",,4624,"Audit Success",Advapi,2,Interactive,3035955876,Information,"host_5","user_2"
"1478857822.000",,4624,"Audit Success",Advapi,2,Interactive,3035956905,Information,"host_5","user_3"
"1478859003.000",,4624,"Audit Success",Advapi,2,Interactive,3035962847,Information,"host_5","user_3"
"1478859028.000",,4624,"Audit Success",Advapi,2,Interactive,3035962908,Information,"host_5","user_3"
"1478859030.000",,4624,"Audit Success",User32,10,RemoteInteractive,3035962914,Information,"host_5","user_97"
"1478860023.000",,4624,"Audit Success",Advapi,2,Interactive,1057333092,Information,"host_11","user_8"
"1478860027.000",,4624,"Audit Success",User32,10,RemoteInteractive,1057333314,Information,"host_11","user_97"
"1478861673.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536221,Information,"host_1","user_34"
"1478863635.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536231,Information,"host_1","user_34"
"1478865903.000",,4624,"Audit Success",Advapi,2,Interactive,211977449,Information,"host_2","user_5"
"1478865906.000",,4624,"Audit Success",User32,10,RemoteInteractive,211977457,Information,"host_2","user_97"
"1478873756.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536266,Information,"host_1","user_133"
"1478880610.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536286,Information,"host_1","user_122"
"1478880846.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536293,Information,"host_1","user_82"
"1478881415.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536307,Information,"host_1","user_39"
"1478884835.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536328,Information,"host_1","user_122"
"1478885395.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536339,Information,"host_1","user_52"
"1478886255.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536349,Information,"host_1","user_106"
"1478887744.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536358,Information,"host_1","user_146"
"1478888080.000",,4624,"Audit Success",Advapi,2,Interactive,128113102,Information,"host_4","user_4"
"1478888084.000",,4624,"Audit Success",User32,10,RemoteInteractive,128113114,Information,"host_4","user_56"
"1478888145.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536363,Information,"host_1","user_100"
"1478889122.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536377,Information,"host_1","user_106"
"1478889183.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536382,Information,"host_1","user_16"
"1478890850.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536404,Information,"host_1","user_104"
"1478891033.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536411,Information,"host_1","user_41"
"1478891944.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536416,Information,"host_1","user_51"
"1478892145.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536421,Information,"host_1","user_82"
"1478892167.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536426,Information,"host_1","user_122"
"1478892737.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536444,Information,"host_1","user_122"
"1478894342.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536474,Information,"host_1","user_104"
"1478896330.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536499,Information,"host_1","user_104"
"1478899010.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536527,Information,"host_1","user_146"
"1478901108.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536549,Information,"host_1","user_30"
"1478902420.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536568,Information,"host_1","user_16"
"1478902679.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536580,Information,"host_1","user_30"
"1478906458.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536611,Information,"host_1","user_51"
"1478907118.000",,4624,"Audit Success",Advapi,2,Interactive,3049580632,Information,"host_5","user_4"
"1478907119.000",,4624,"Audit Success",User32,10,RemoteInteractive,3049581069,Information,"host_5","user_58"
"1478908955.000",,4624,"Audit Success",User32,10,RemoteInteractive,4717631131,Information,"host_6","user_58"
"1478909418.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536639,Information,"host_1","user_112"
"1478931858.000",,4624,"Audit Success",User32,10,RemoteInteractive,1536726,Information,"host_1","user_100"
"1479081639.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537192,Information,"host_1","user_142"
"1479081780.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537195,Information,"host_1","user_142"
"1479082062.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537199,Information,"host_1","user_142"
"1479082470.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537208,Information,"host_1","user_146"
"1479083951.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537224,Information,"host_1","user_146"
"1479093697.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537269,Information,"host_1","user_100"
"1479098527.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537290,Information,"host_1","user_22"
"1479104856.000",,4624,"Audit Success",Advapi,2,Interactive,1068731427,Information,"host_11","user_8"
"1479105181.000",,4624,"Audit Success",Advapi,2,Interactive,1068752979,Information,"host_11","user_8"
"1479105184.000",,4624,"Audit Success",Advapi,2,Interactive,1051163365,Information,"host_12","user_4"
"1479105191.000",,4624,"Audit Success",User32,10,RemoteInteractive,1051163663,Information,"host_12","user_97"
"1479105195.000",,4624,"Audit Success",User32,10,RemoteInteractive,1068753979,Information,"host_11","user_97"
"1479105689.000",,4624,"Audit Success",Advapi,2,Interactive,1068775608,Information,"host_11","user_2"
"1479105871.000",,4624,"Audit Success",Advapi,2,Interactive,1068776616,Information,"host_11","user_3"
"1479105920.000",,4624,"Audit Success",User32,10,RemoteInteractive,1068776689,Information,"host_11","user_97"
"1479106130.000",,4624,"Audit Success",Advapi,2,Interactive,196446971,Information,"host_7","user_5"
"1479106132.000",,4624,"Audit Success",User32,10,RemoteInteractive,196446976,Information,"host_7","user_97"
"1479108496.000",,4624,"Audit Success",Advapi,2,Interactive,1068781431,Information,"host_11","user_2"
"1479108675.000",,4624,"Audit Success",Advapi,2,Interactive,1068782371,Information,"host_11","user_3"
"1479108677.000",,4624,"Audit Success",User32,10,RemoteInteractive,1068782382,Information,"host_11","user_97"
"1479111923.000",,4624,"Audit Success",Advapi,2,Interactive,1068788737,Information,"host_11","user_2"
"1479112053.000",,4624,"Audit Success",Advapi,2,Interactive,1068789678,Information,"host_11","user_3"
"1479112055.000",,4624,"Audit Success",User32,10,RemoteInteractive,1068789685,Information,"host_11","user_97"
"1479113930.000",,4624,"Audit Success",Advapi,2,Interactive,196471631,Information,"host_7","user_2"
"1479116454.000",,4624,"Audit Success",Advapi,2,Interactive,196490226,Information,"host_7","user_3"
"1479116456.000",,4624,"Audit Success",User32,10,RemoteInteractive,196490245,Information,"host_7","user_97"
"1479116484.000",,4624,"Audit Success",Advapi,2,Interactive,1051961886,Information,"host_12","user_2"
"1479116594.000",,4624,"Audit Success",Advapi,2,Interactive,1051962699,Information,"host_12","user_3"
"1479116643.000",,4624,"Audit Success",User32,10,RemoteInteractive,1051962787,Information,"host_12","user_97"
"1479126646.000",,4624,"Audit Success",User32,10,RemoteInteractive,1551211751,Information,"host_9","user_97"
"1479131129.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537388,Information,"host_1","user_88"
"1479132023.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537395,Information,"host_1","user_39"
"1479142428.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537435,Information,"host_1","user_39"
"1479142758.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537443,Information,"host_1","user_122"
"1479143679.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537451,Information,"host_1","user_71"
"1479143698.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537456,Information,"host_1","user_81"
"1479143798.000",,4624,"Audit Success",User32,10,RemoteInteractive,1552876615,Information,"host_9","user_141"
"1479144249.000",,4624,"Audit Success",Advapi,2,Interactive,1071049307,Information,"host_11","user_3"
"1479144251.000",,4624,"Audit Success",User32,10,RemoteInteractive,1071049639,Information,"host_11","user_141"
"1479145323.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537471,Information,"host_1","user_12"
"1479145419.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537475,Information,"host_1","user_106"
"1479145632.000",,4624,"Audit Success",Advapi,2,Interactive,1071223749,Information,"host_11","user_4"
"1479145642.000",,4624,"Audit Success",User32,10,RemoteInteractive,1071224364,Information,"host_11","user_74"
"1479145799.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537482,Information,"host_1","user_112"
"1479145961.000",,4624,"Audit Success",Advapi,2,Interactive,1071246731,Information,"host_11","user_3"
"1479145963.000",,4624,"Audit Success",User32,10,RemoteInteractive,1071246904,Information,"host_11","user_141"
"1479146081.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537486,Information,"host_1","user_12"
"1479146822.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537499,Information,"host_1","user_146"
"1479146878.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537504,Information,"host_1","user_31"
"1479147696.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537509,Information,"host_1","user_12"
"1479147728.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537515,Information,"host_1","user_52"
"1479147832.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537519,Information,"host_1","user_100"
"1479148347.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537527,Information,"host_1","user_133"
"1479148772.000",,4624,"Audit Success",Advapi,2,Interactive,1537541,Information,"host_1","user_115"
"1479148773.000",,4624,"Audit Success",Advapi,2,Interactive,1537543,Information,"host_1","user_115"
"1479148776.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537546,Information,"host_1","user_115"
"1479149903.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537565,Information,"host_1","user_86"
"1479150227.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537575,Information,"host_1","user_48"
"1479150233.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537577,Information,"host_1","user_142"
"1479150273.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537580,Information,"host_1","user_113"
"1479150474.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537590,Information,"host_1","user_51"
"1479151194.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537606,Information,"host_1","user_31"
"1479151805.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537618,Information,"host_1","user_53"
"1479155036.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537638,Information,"host_1","user_51"
"1479155904.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537653,Information,"host_1","user_30"
"1479157574.000",,4624,"Audit Success",Advapi,2,Interactive,1072131308,Information,"host_11","user_4"
"1479157582.000",,4624,"Audit Success",User32,10,RemoteInteractive,1072132075,Information,"host_11","user_74"
"1479159209.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537688,Information,"host_1","user_122"
"1479159431.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537697,Information,"host_1","user_51"
"1479160259.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537711,Information,"host_1","user_138"
"1479160641.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537722,Information,"host_1","user_57"
"1479160691.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537726,Information,"host_1","user_138"
"1479160714.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537732,Information,"host_1","user_138"
"1479160749.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537739,Information,"host_1","user_138"
"1479161478.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537756,Information,"host_1","user_86"
"1479161868.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537764,Information,"host_1","user_138"
"1479163586.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537793,Information,"host_1","user_122"
"1479164981.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537818,Information,"host_1","user_100"
"1479165294.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537834,Information,"host_1","user_142"
"1479167069.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537843,Information,"host_1","user_146"
"1479168193.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537853,Information,"host_1","user_122"
"1479168227.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537859,Information,"host_1","user_31"
"1479169695.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537873,Information,"host_1","user_95"
"1479169754.000",,4624,"Audit Success",User32,10,RemoteInteractive,1537884,Information,"host_1","user_95"
"1479172099.000",,4624,"Audit Success",User32,10,RemoteInteractive,3289956,Information,"host_23","user_1"
"1479180577.000",,4624,"Audit Success",Advapi,2,Interactive,1073826451,Information,"host_11","user_4"
"1479180579.000",,4624,"Audit Success",User32,10,RemoteInteractive,1073826563,Information,"host_11","user_139"
"1479204215.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538033,Information,"host_1","user_88"
"1479225731.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538103,Information,"host_1","user_138"
"1479228724.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538121,Information,"host_1","user_138"
"1479230286.000",,4624,"Audit Success",User32,10,RemoteInteractive,395812,Information,"host_24","user_47"
"1479230720.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538132,Information,"host_1","user_39"
"1479231868.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538145,Information,"host_1","user_106"
"1479231885.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538149,Information,"host_1","user_31"
"1479232315.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538160,Information,"host_1","user_138"
"1479233190.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538175,Information,"host_1","user_52"
"1479233442.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538178,Information,"host_1","user_71"
"1479233585.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538184,Information,"host_1","user_146"
"1479233617.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538189,Information,"host_1","user_16"
"1479234134.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538197,Information,"host_1","user_138"
"1479234184.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538206,Information,"host_1","user_122"
"1479234198.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538212,Information,"host_1","user_138"
"1479234548.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538219,Information,"host_1","user_100"
"1479235165.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538228,Information,"host_1","user_138"
"1479235312.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538233,Information,"host_1","user_12"
"1479235635.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538247,Information,"host_1","user_86"
"1479235889.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538254,Information,"host_1","user_57"
"1479237108.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538268,Information,"host_1","user_138"
"1479238245.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538278,Information,"host_1","user_12"
"1479239164.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538292,Information,"host_1","user_53"
"1479241306.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538312,Information,"host_1","user_122"
"1479244641.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538343,Information,"host_1","user_112"
"1479245169.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538348,Information,"host_1","user_122"
"1479245502.000",,4624,"Audit Success",Advapi,2,Interactive,1079931113,Information,"host_11","user_4"
"1479245525.000",,4624,"Audit Success",User32,10,RemoteInteractive,1079933514,Information,"host_11","user_139"
"1479246502.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538364,Information,"host_1","user_30"
"1479247387.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538374,Information,"host_1","user_65"
"1479247925.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538384,Information,"host_1","user_51"
"1479248088.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538389,Information,"host_1","user_16"
"1479249189.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538400,Information,"host_1","user_138"
"1479249219.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538406,Information,"host_1","user_81"
"1479253305.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538432,Information,"host_1","user_30"
"1479255311.000",,4624,"Audit Success",User32,10,RemoteInteractive,3290225,Information,"host_23","user_1"
"1479255946.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538451,Information,"host_1","user_95"
"1479256700.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538455,Information,"host_1","user_22"
"1479257435.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538465,Information,"host_1","user_16"
"1479257757.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538473,Information,"host_1","user_30"
"1479263444.000",,4624,"Audit Success",Advapi,2,Interactive,1081609267,Information,"host_11","user_4"
"1479263481.000",,4624,"Audit Success",User32,10,RemoteInteractive,1081612082,Information,"host_11","user_139"
"1479271131.000",,4624,"Audit Success",Advapi,2,Interactive,1082256765,Information,"host_11","user_4"
"1479271137.000",,4624,"Audit Success",User32,10,RemoteInteractive,1082257253,Information,"host_11","user_139"
"1479278061.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538569,Information,"host_1","user_100"
"1479294905.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538639,Information,"host_1","user_38"
"1479294955.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538644,Information,"host_1","user_39"
"1479315616.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538702,Information,"host_1","user_39"
"1479317764.000",,4624,"Audit Success",User32,10,RemoteInteractive,1538713,Information,"host_1","user_112"
